leaf_id,media_id,real_original_area,estimated_original_area,real_remaining_area,calculated_remaining_area,real_defoliation,estimated_defoliation
6,00,10.84375,10.824676231062126,9.2171875,10.9216,15,-0.8953964707022255
6,01,10.84375,10.824676231062126,9.2171875,10.9311,15,-0.9831589108640904
7,00,18.28125,18.49208548741764,12.796875,14.7598,30,20.183150732009956
7,01,18.28125,18.49208548741764,12.796875,14.4962,30,21.60862543133123
8,00,19.0625,19.071638151449765,10.484375,12.647000000000002,45,33.686871051301814
8,01,19.0625,19.071638151449765,10.484375,13.0106,45,31.78037514826184
9,00,12.328125,12.425180479249004,8.6296875,10.6725,30,14.105875421094405
9,01,12.328125,12.425180479249004,8.6296875,10.7731,30,13.296229233918211
10,00,14.75,14.899357565277914,12.5375,13.678899999999999,15,8.191343552436924
10,01,14.75,14.899357565277914,12.5375,14.2615,15,4.281107842960985
10,02,14.75,14.899357565277914,12.5375,14.2624,15,4.2750673140586
11,00,13.97125,13.824292733517785,11.8755625,13.8753,15,-0.3689683621827866
12,00,16.1875,18.201231094803532,16.1875,19.959,0,-9.65741765510748
12,01,16.1875,18.201231094803532,16.1875,19.7954,0,-8.75857735607568
13,00,16.0625,16.25962627015606,16.0625,20.060700000000004,0,-23.377374526871364
13,01,16.0625,16.25962627015606,16.0625,19.855600000000003,0,-22.115967920149693
14,00,20.345,20.133215333488987,20.345,23.2161,0,-15.31243080375262
14,01,20.345,20.133215333488987,20.345,23.5797,0,-17.118401653302897
15,00,20.4921875,20.470192832811524,15.369140625,15.664900000000001,25,23.47458508113882
15,01,20.4921875,20.470192832811524,15.369140625,15.483600000000001,25,24.360263108115664
16,00,16.53125,16.539597657898078,9.91875,9.652399999999998,40,41.64066019229475
16,01,16.53125,16.539597657898078,9.91875,9.2499,40,44.07421394810691
17,00,11.40625,11.399456570540147,9.125,10.240700000000002,20,10.165015879219574
17,01,11.40625,11.399456570540147,9.125,10.038400000000001,20,11.9396618787737
18,00,20.546875,20.48705304976249,16.4375,14.576400000000001,20,28.850674791565556
19,00,19.875,19.906907762737173,11.924999999999999,12.968399999999999,40,34.85477425944098
19,01,19.875,19.906907762737173,11.924999999999999,12.9411,40,34.991912585118556
20,00,19.5625,18.4168232433259,17.60625,19.055900000000005,10,-3.470070534046643
20,01,19.5625,18.4168232433259,17.60625,19.5555,10,-6.182807651622246
21,00,16.625,16.67990718644512,12.46875,14.385,25,13.758512926918865
21,01,16.625,16.67990718644512,12.46875,14.6297,25,12.291478384911015
22,00,12.28125,12.251082717196075,8.596874999999999,11.166999999999998,30,8.848872725954404
22,01,12.28125,12.251082717196075,8.596874999999999,11.3438,30,7.405734971673805
23,00,12.34375,12.45015692199501,9.875,12.103000000000002,20,2.7883738668522784
23,01,12.34375,12.45015692199501,9.875,12.1199,20,2.65263260587153
24,00,13.96875,14.120277702408375,9.0796875,9.1865,35,34.94108123359969
24,01,13.96875,14.120277702408375,9.0796875,9.4269,35,33.238565142439555
25,00,17.7825,18.106007689347898,15.115124999999999,18.5866,15,-2.654325121792822
26,00,8.9375,9.171682411288554,8.043750000000001,11.343,10,-23.674147133997756
26,01,8.9375,9.171682411288554,8.043750000000001,11.430600000000002,10,-24.629260885997972
